Negotiation_ID,Product_Name,Listed_Price,Offered_Price,Final_Price,Discount_%,Buyer_Message,Seller_Message,Sentiment,Outcome
NEG0742,Bag,7781.0,5517.0,6120.0,21.35,Can you make it a round number?,"If you buy more, I can give a small discount.",Negative,Rejected
NEG0635,Tutoring,9343.481356225093,5949.025176882277,6421.520683689532,31.26945566406195,Can you make it a round number?,"Alright, let’s meet halfway.",Neutral,Rejected
NEG0881,Belt,868.5720678767065,588.6255298908983,759.3718794308382,12.437965146562863,"If I pay in cash, can I get a discount?","Sorry, the price is already discounted.",Neutral,Rejected
NEG0759,Chair,2371.190394757231,1815.2281679294483,2160.532422035714,8.61631890886068,Is there any discount if I buy more?,"Price firm, can’t reduce further.",Negative,Rejected
NEG0746,Bed,7793.456797411543,5488.157722916349,6073.814028058738,22.057162806901484,Can you make it a round number?,"If you buy more, I can give a small discount.",Negative,Rejected
NEG0293,Catering,3717.281727096485,2894.1408875941356,3650.1477810146607,1.8049652924384434,"If I pay in cash, can I get a discount?","Alright, let’s meet halfway.",Neutral,Rejected
NEG0264,Plumbing,8408.0,5261.0,5355.0,36.31,"If I pay in cash, can I get a discount?","Sorry, the price is already discounted.",Positive,Rejected
NEG0708,Chair,7996.192006404582,4789.286084355933,5306.924751733084,33.63480540310389,"That's too expensive, I can pay less.","Price firm, can’t reduce further.",Neutral,Rejected
NEG0471,Plumbing,3698.1920677303806,2818.7234402865515,3184.134848479322,13.897329768283948,"That's too expensive, I can pay less.","Okay deal, I’ll accept that price.",Neutral,Rejected
NEG0582,Saree,7587.702919759559,3971.633657751062,5036.25831996281,33.395114900883264,"That's too expensive, I can pay less.","Alright, let’s meet halfway.",Negative,Rejected
NEG0649,Kurta,8350.444496498512,4984.255729680656,5637.339030693554,32.4904141626314,"I’m a regular customer, please give a better deal.","If you buy more, I can give a small discount.",Negative,Rejected
NEG0318,T-shirt,3685.6614017594966,2022.7403613068107,3022.7983826841987,17.99412414339402,Can you make it a round number?,"Okay, I can reduce a little for you.",Neutral,Rejected
NEG0350,Belt,6313.459059633829,5115.339639477986,5325.760862243901,15.64795744335763,"I’m a regular customer, please give a better deal.","If you buy more, I can give a small discount.",Negative,Rejected
NEG0376,T-shirt,2236.487368753308,1372.786324492133,1417.0572311369867,36.53696420920947,Can you please lower the price a bit?,"Okay deal, I’ll accept that price.",Neutral,Rejected
NEG0129,Cleaning Service,3951.0,2811.0,3858.0,2.35,"Your price seems high, can we settle in between?","Price firm, can’t reduce further.",Neutral,Rejected
NEG0451,Jacket,6893.497605661025,5774.095074985243,6387.804078263943,7.235446516098362,"I’m a regular customer, please give a better deal.","If you buy more, I can give a small discount.",Neutral,Rejected
NEG0623,Belt,4263.473088756212,2490.962301868718,2783.559076997459,34.65719432989272,"Your price seems high, can we settle in between?","Okay deal, I’ll accept that price.",Neutral,Rejected
NEG0702,Cupboard,2458.4068666838216,1951.527241141656,2161.312397908535,12.046500790267523,Can you make it a round number?,"Price firm, can’t reduce further.",Negative,Rejected
NEG0376,Catering,6110.919502413146,5365.539099470326,5591.245529161001,8.310804425085163,"If I pay in cash, can I get a discount?","Okay deal, I’ll accept that price.",Neutral,Rejected
NEG0264,Plumbing,8408.0,5261.0,5355.0,36.31,"If I pay in cash, can I get a discount?","Sorry, the price is already discounted.",Positive,Rejected
NEG0049,Cleaning Service,1982.541544847843,1202.9087060219686,1287.010189544345,34.84682625127744,"I’m a regular customer, please give a better deal.","Okay deal, I’ll accept that price.",Negative,Rejected
NEG0712,Sofa,8751.044476641653,5536.440028194001,8571.655488115846,2.0388734776917214,"That's too expensive, I can pay less.","Alright, let’s meet halfway.",Neutral,Rejected
NEG0605,Bed,7425.0,5407.0,6367.0,14.25,"I’m a regular customer, please give a better deal.","Sorry, the price is already discounted.",Negative,Rejected
NEG0844,Belt,872.2362375136603,573.7142031731499,730.6646438599602,15.816765636180573,Can you please lower the price a bit?,"Price firm, can’t reduce further.",Neutral,Rejected
NEG0093,Sunglasses,1677.322400658338,1262.740035303799,1609.3518534494522,4.039428596077262,"That's too expensive, I can pay less.","Okay deal, I’ll accept that price.",Negative,Rejected
NEG0733,Plumbing,8332.275078984505,4924.852112079598,5646.42550157969,32.22190232136046,"I’m a regular customer, please give a better deal.","If you buy more, I can give a small discount.",Negative,Rejected
NEG0414,Belt,9705.298670784317,8593.135182836926,9206.785384148672,5.13238012243736,"That's too expensive, I can pay less.","Okay, I can reduce a little for you.",Negative,Rejected
NEG0187,Sunglasses,7458.706178674593,6438.7212882268595,6969.944810985055,6.521518408417758,"That's too expensive, I can pay less.","Okay deal, I’ll accept that price.",Neutral,Rejected
NEG0211,Cupboard,9843.311145100784,8694.345902785957,9202.714905096784,6.510159215725486,"That's too expensive, I can pay less.","Okay, I can reduce a little for you.",Neutral,Rejected
NEG0922,Bag,850.7838546546623,595.8667494326154,753.8622558664883,11.367523996917733,"If I pay in cash, can I get a discount?","Sorry, the price is already discounted.",Neutral,Rejected
NEG0183,Sunglasses,7773.0,6173.0,6594.0,15.17,"That's too expensive, I can pay less.","Alright, let’s meet halfway.",Neutral,Rejected
NEG0428,Shoes,753.2303852033166,690.1262902152764,728.2928421961408,3.3092366367543717,Is there any discount if I buy more?,"Okay deal, I’ll accept that price.",Neutral,Rejected
NEG0081,Home Painting,1857.501131832684,1588.8271425071584,1672.4927305074166,9.859176124173867,"If I pay in cash, can I get a discount?","Okay deal, I’ll accept that price.",Negative,Rejected
NEG0370,Kurta,7702.467143049094,6714.595115221915,7039.744055654359,8.509210986995274,"I’m a regular customer, please give a better deal.","Price firm, can’t reduce further.",Neutral,Rejected
NEG0248,Jacket,3037.076726758529,2378.6518735550253,2965.3500901978086,2.339439277457286,"That's too expensive, I can pay less.","Okay deal, I’ll accept that price.",Negative,Rejected
NEG0278,Shoes,1971.003824092386,1583.722900425962,1811.2968083551564,8.15994558021016,"I’m a regular customer, please give a better deal.","Price firm, can’t reduce further.",Negative,Rejected
NEG0565,Cupboard,8970.512330861744,7188.018148459398,8724.655874569413,2.7681927404688507,Is there any discount if I buy more?,"Okay, I can reduce a little for you.",Neutral,Rejected
NEG0384,Jacket,3400.696645283679,2445.5106126600585,2717.444419414423,20.0782127430547,"I’m a regular customer, please give a better deal.","Sorry, the price is already discounted.",Positive,Rejected
NEG0567,Saree,9436.0,8058.0,9182.0,2.69,"I’m a regular customer, please give a better deal.",This is the best price I can offer.,Negative,Rejected
NEG0365,Catering,7128.684476280083,3764.8304591934407,5084.195626164297,28.685835066710112,"That's too expensive, I can pay less.","Okay deal, I’ll accept that price.",Negative,Rejected
NEG0214,Jeans,3083.2951669259155,1811.5163433869889,2201.5938473768206,28.53928728126693,"If I pay in cash, can I get a discount?","Price firm, can’t reduce further.",Negative,Rejected
NEG0692,Jeans,950.4938122220321,555.2768552016506,784.7458710422223,17.36776923106034,"If I pay in cash, can I get a discount?","Okay deal, I’ll accept that price.",Neutral,Rejected
NEG0309,Jeans,2418.67032659344,1897.7215320098787,2270.9055581599255,6.141017281352286,Can you please lower the price a bit?,"If you buy more, I can give a small discount.",Negative,Rejected
NEG0292,Belt,8813.0,5825.0,8149.0,7.53,Can you make it a round number?,"Alright, let’s meet halfway.",Neutral,Rejected
NEG0511,Jeans,4853.277022092843,3673.8771770419335,3995.965241878424,17.55920084616681,"If I pay in cash, can I get a discount?","Price firm, can’t reduce further.",Neutral,Rejected
NEG0263,Cleaning Service,5526.4101998064025,3007.4276160946843,4940.269973542767,10.563107435568407,Can you make it a round number?,"Okay, I can reduce a little for you.",Positive,Rejected
NEG0653,Jeans,8997.0,5992.0,8894.0,1.14,Can you please lower the price a bit?,"If you buy more, I can give a small discount.",Positive,Rejected
NEG0782,Belt,6304.361270347499,5091.222244185862,5463.583316860603,13.242704690780949,"If I pay in cash, can I get a discount?","Sorry, the price is already discounted.",Neutral,Rejected
NEG0243,Saree,1956.9467759072609,1596.9389286341993,1788.4691232682014,8.67416922322157,Is there any discount if I buy more?,"Price firm, can’t reduce further.",Negative,Rejected
NEG0687,Belt,5513.2708856009685,4971.215090069329,5317.652720930459,3.5436059605779775,Is there any discount if I buy more?,"Sorry, the price is already discounted.",Neutral,Rejected
NEG0142,Cleaning Service,6528.100214325785,3977.2284596807995,4473.747379128704,31.411417729228575,"I’m a regular customer, please give a better deal.","Alright, let’s meet halfway.",Negative,Rejected
NEG0499,Saree,8788.0,7914.0,8526.0,2.98,Can you please lower the price a bit?,"If you buy more, I can give a small discount.",Neutral,Rejected
NEG0218,Home Painting,4164.381695490562,3581.9766724192414,3795.9634236197285,8.749583026325947,Is there any discount if I buy more?,"Okay deal, I’ll accept that price.",Neutral,Rejected
NEG0563,Kurta,9382.896679162654,8241.847359036883,9037.33922944309,3.6898073509376275,Is there any discount if I buy more?,This is the best price I can offer.,Negative,Rejected
NEG0508,Plumbing,8781.849483986342,7880.6334506259045,8524.539252446757,2.9284894283856135,Can you please lower the price a bit?,"If you buy more, I can give a small discount.",Neutral,Rejected
NEG0436,Sofa,7688.726467735479,3949.2834809440733,4866.323931345949,36.66155898141604,"Your price seems high, can we settle in between?","Alright, let’s meet halfway.",Negative,Rejected
NEG0566,Home Painting,4917.0,3535.0,3923.0,20.22,"If I pay in cash, can I get a discount?","Sorry, the price is already discounted.",Neutral,Rejected
NEG0325,Chair,4114.532063471139,2780.767130367432,3523.9669708381048,14.304786569652713,"I’m a regular customer, please give a better deal.","Alright, let’s meet halfway.",Negative,Rejected
NEG0170,Table,3196.513222377375,2093.1578408062473,2203.051930481216,31.065549716986077,Can you make it a round number?,"Okay, I can reduce a little for you.",Neutral,Rejected
NEG0698,Catering,2098.189936764249,1468.1613211402196,1766.9283126964558,15.744120784591544,"I’m a regular customer, please give a better deal.","Okay deal, I’ll accept that price.",Positive,Rejected
NEG0515,T-shirt,4261.0,3385.0,3594.0,15.65,"Your price seems high, can we settle in between?","Price firm, can’t reduce further.",Neutral,Rejected
NEG0861,Saree,3223.14799770638,2358.214871324064,2810.2174985664874,12.782718732081092,"I’m a regular customer, please give a better deal.","Price firm, can’t reduce further.",Negative,Rejected
NEG0558,Jeans,9291.0,8560.0,8787.0,5.42,"If I pay in cash, can I get a discount?",This is the best price I can offer.,Negative,Rejected
NEG0811,Belt,5886.750083408068,5033.6207011597335,5506.7844741302,6.23888070919488,"If I pay in cash, can I get a discount?","Sorry, the price is already discounted.",Neutral,Rejected
NEG0064,Chair,7108.611828974421,3658.264293115305,4819.501403407963,32.207827900880524,"Your price seems high, can we settle in between?","Okay, I can reduce a little for you.",Negative,Rejected
NEG0410,Table,4512.783325597522,3318.611818445966,3562.52708430031,20.75943115812158,"I’m a regular customer, please give a better deal.","Okay deal, I’ll accept that price.",Neutral,Rejected
NEG0288,Bed,3009.4134961091113,1572.9913871642282,1950.539133294144,35.18328038825669,"I’m a regular customer, please give a better deal.",This is the best price I can offer.,Negative,Rejected
NEG0552,Home Painting,4901.027856016878,3569.8095199021463,3941.2887144844904,19.553071545132255,"If I pay in cash, can I get a discount?","Price firm, can’t reduce further.",Neutral,Rejected
NEG0047,Home Painting,1093.542818723079,726.1735052035572,1009.0625553511882,7.794839450118098,Can you please lower the price a bit?,"Okay deal, I’ll accept that price.",Neutral,Rejected
NEG0567,Saree,9436.0,8058.0,9182.0,2.69,"I’m a regular customer, please give a better deal.",This is the best price I can offer.,Negative,Rejected
NEG0582,Home Painting,8733.061065927328,7615.956282655751,8512.95200315774,2.519886427141367,"I’m a regular customer, please give a better deal.","If you buy more, I can give a small discount.",Neutral,Rejected
NEG0608,Cleaning Service,7834.157247575651,7180.613152295215,7392.21705766045,5.621364911432087,"I’m a regular customer, please give a better deal.","Sorry, the price is already discounted.",Negative,Rejected
NEG0440,Bag,9665.0,8662.0,9205.0,4.76,"Your price seems high, can we settle in between?","Okay, I can reduce a little for you.",Negative,Rejected
NEG0229,Cleaning Service,4047.3239439698937,2748.110813441144,3604.8511224592876,10.87586313981456,"That's too expensive, I can pay less.","Alright, let’s meet halfway.",Negative,Rejected
NEG0419,Jeans,7954.32695009638,5417.205629177362,7331.941234543694,7.7782218762851905,"If I pay in cash, can I get a discount?","Sorry, the price is already discounted.",Neutral,Rejected
NEG0669,Home Painting,6995.0,4959.0,5241.0,25.08,"If I pay in cash, can I get a discount?","If you buy more, I can give a small discount.",Neutral,Rejected
NEG0643,Chair,4869.0,3746.0,4751.0,2.42,"If I pay in cash, can I get a discount?","Okay deal, I’ll accept that price.",Neutral,Rejected
NEG0217,Table,7322.656204372757,6435.963625316612,6874.258874005703,6.126650040661135,"I’m a regular customer, please give a better deal.","Okay deal, I’ll accept that price.",Neutral,Rejected
NEG0298,Bed,3005.0398002287343,1573.9851448282313,1889.4451221922368,37.108077592204324,"I’m a regular customer, please give a better deal.","Sorry, the price is already discounted.",Neutral,Rejected
NEG0931,Home Painting,3831.4329681665613,2833.9369964629514,3167.067203772852,17.335509186478788,"If I pay in cash, can I get a discount?","If you buy more, I can give a small discount.",Negative,Rejected
NEG0867,Catering,7155.672853012469,5660.207328898227,5882.448408315165,17.674351486474023,Is there any discount if I buy more?,"If you buy more, I can give a small discount.",Negative,Rejected
NEG0071,Home Painting,1178.8066004376185,603.4259832100031,911.0,22.677855819873177,Can you make it a round number?,"Alright, let’s meet halfway.",Neutral,Rejected
NEG0832,Chair,889.9860629129681,579.9083283717121,766.0045327606539,13.726594936355603,"If I pay in cash, can I get a discount?","Price firm, can’t reduce further.",Neutral,Rejected
NEG0658,Jacket,606.5831540063333,328.4639542706126,458.26624073998215,24.237379962362844,"If I pay in cash, can I get a discount?","Sorry, the price is already discounted.",Neutral,Rejected
NEG0913,Cupboard,1493.0,1104.0,1193.0,20.09,"If I pay in cash, can I get a discount?","Okay deal, I’ll accept that price.",Negative,Rejected
NEG0661,Belt,5828.82606279384,5258.400407683296,5657.722525064249,2.949682360704836,Can you please lower the price a bit?,"Price firm, can’t reduce further.",Positive,Rejected
NEG0378,Saree,7603.138757028955,3904.8462363683366,4861.459499247421,35.97659435348826,"Your price seems high, can we settle in between?","If you buy more, I can give a small discount.",Negative,Rejected
NEG0153,Shoes,2319.0,1793.0,1906.0,17.81,"I’m a regular customer, please give a better deal.","Okay, I can reduce a little for you.",Negative,Rejected
NEG0758,Cupboard,643.4951963695293,368.98666339597224,531.0037293430862,17.676416151106082,"If I pay in cash, can I get a discount?","Price firm, can’t reduce further.",Neutral,Rejected
NEG0892,Tutoring,1669.6696391341102,1562.7792373426144,1582.0812797611338,5.244488764767246,Can you make it a round number?,"Alright, let’s meet halfway.",Neutral,Rejected
NEG0056,Chair,7120.0,3654.0,4834.0,32.11,"Your price seems high, can we settle in between?","Price firm, can’t reduce further.",Negative,Rejected
NEG0119,Cupboard,9858.0,8913.0,9196.0,6.72,"Your price seems high, can we settle in between?","Okay, I can reduce a little for you.",Neutral,Rejected
NEG0048,Shoes,9032.0,7003.0,7218.0,20.08,Is there any discount if I buy more?,"Okay deal, I’ll accept that price.",Negative,Rejected
NEG0283,Catering,3028.444820350682,1640.182996140114,2261.697534576685,25.38719027019202,"I’m a regular customer, please give a better deal.","Sorry, the price is already discounted.",Negative,Rejected
NEG0413,Bed,6289.227831216578,3866.487713717268,4375.809027792282,30.42568643161449,"I’m a regular customer, please give a better deal.","If you buy more, I can give a small discount.",Negative,Rejected
NEG0567,Plumbing,1515.0875911508717,944.1445039175504,1173.614181541861,22.21737005568217,"That's too expensive, I can pay less.","Okay, I can reduce a little for you.",Positive,Rejected
NEG0367,Jeans,8036.0,5476.0,7363.0,8.37,"If I pay in cash, can I get a discount?","Sorry, the price is already discounted.",Neutral,Rejected
NEG0361,T-shirt,3642.170891548482,1974.0434922481834,3300.0341783096965,9.208085361811158,Is there any discount if I buy more?,"Sorry, the price is already discounted.",Negative,Rejected
NEG0058,Chair,1116.0680845058764,667.0445167923039,938.2120386422835,15.257671892286606,Can you please lower the price a bit?,"Okay, I can reduce a little for you.",Negative,Rejected
NEG0298,Catering,3709.5653419313917,2896.8858467437735,3643.285383140566,1.7869705602352612,"If I pay in cash, can I get a discount?","Alright, let’s meet halfway.",Neutral,Rejected
NEG0213,Kurta,2898.4256995256765,2231.6547322672477,2413.037271012347,16.52844050724966,Is there any discount if I buy more?,"Alright, let’s meet halfway.",Neutral,Rejected
NEG0372,Cupboard,6917.518018218922,4008.5643045325783,5970.388675536701,13.70216628499119,"That's too expensive, I can pay less.","Sorry, the price is already discounted.",Positive,Rejected
NEG0557,Sofa,3888.2710831534955,2119.43291277252,3273.23523494275,15.852424026480898,"If I pay in cash, can I get a discount?","Price firm, can’t reduce further.",Neutral,Rejected
NEG0082,Table,1564.3674559368028,1261.0789331755411,1522.1439917159141,2.6939358721883875,"If I pay in cash, can I get a discount?","Okay, I can reduce a little for you.",Neutral,Rejected
NEG0338,Cupboard,3520.018974178489,2311.5462803858973,2484.68859493992,29.020335172148307,"That's too expensive, I can pay less.",This is the best price I can offer.,Positive,Rejected
NEG0426,Home Painting,3057.0,1616.0,1655.0,45.86,Can you make it a round number?,"If you buy more, I can give a small discount.",Negative,Rejected
NEG0575,Belt,4258.723622956843,2949.839127345593,3465.01348146174,18.637101414951037,"If I pay in cash, can I get a discount?","Okay deal, I’ll accept that price.",Negative,Rejected
NEG0681,Table,1522.6029103619233,1396.2384803058462,1401.4449475683775,8.142273239966269,"If I pay in cash, can I get a discount?","Okay, I can reduce a little for you.",Neutral,Rejected
NEG0642,Catering,5441.00468678088,4957.615761626161,5249.18168353637,3.521467518926309,Is there any discount if I buy more?,"Sorry, the price is already discounted.",Neutral,Rejected
NEG0268,Belt,3010.154899791539,1594.4920939546223,2068.0516169588836,31.29832509233723,"I’m a regular customer, please give a better deal.",This is the best price I can offer.,Negative,Rejected
NEG0224,Cleaning Service,2901.8634789949797,2122.2286645025224,2159.126273748757,25.634368753969515,Is there any discount if I buy more?,"Okay deal, I’ll accept that price.",Positive,Rejected
NEG0843,Cleaning Service,2470.0,1928.0,2073.0,16.07,Can you make it a round number?,This is the best price I can offer.,Neutral,Rejected
NEG0862,Bag,4956.718684582473,4678.630506061523,4891.34256243656,1.316082724793449,"I’m a regular customer, please give a better deal.","Sorry, the price is already discounted.",Neutral,Rejected
NEG0637,Watch,9344.0,5949.0,6420.0,31.29,Can you make it a round number?,"Alright, let’s meet halfway.",Positive,Rejected
NEG0538,Belt,6337.446733979856,5108.593106068166,5383.481203639028,15.059509807056669,Is there any discount if I buy more?,"Okay, I can reduce a little for you.",Negative,Rejected
NEG0194,Jacket,7877.0,6511.0,7216.0,8.39,"That's too expensive, I can pay less.","Alright, let’s meet halfway.",Neutral,Rejected
NEG0751,Sunglasses,5344.0,4591.0,5181.0,3.05,Can you make it a round number?,"If you buy more, I can give a small discount.",Negative,Rejected
NEG0429,Bed,532.9743395918873,399.52859820404717,459.3303088979213,12.11284186450347,"If I pay in cash, can I get a discount?","If you buy more, I can give a small discount.",Neutral,Rejected
NEG0089,Home Painting,9847.0,6561.0,8730.0,11.34,"Your price seems high, can we settle in between?","Alright, let’s meet halfway.",Neutral,Rejected
NEG0709,Plumbing,3968.949667893074,2331.1405383943174,3481.4168206323243,12.225317585605763,Can you please lower the price a bit?,"Alright, let’s meet halfway.",Negative,Rejected
NEG0908,Watch,1673.0,1573.0,1583.0,5.38,Can you make it a round number?,"Alright, let’s meet halfway.",Neutral,Rejected
NEG0235,T-shirt,4255.192427456224,2445.9394724143463,2899.736988270027,31.60297215578638,"If I pay in cash, can I get a discount?","Okay deal, I’ll accept that price.",Positive,Rejected
NEG0059,Sunglasses,9129.080319119657,5879.700371351468,7060.656222795931,22.651025355466494,"Your price seems high, can we settle in between?","Alright, let’s meet halfway.",Negative,Rejected
NEG0827,T-shirt,1656.0494264641027,1520.9792743208668,1578.3239797142353,4.690287007849695,Can you please lower the price a bit?,"Okay, I can reduce a little for you.",Neutral,Rejected
NEG0869,Jeans,8653.384517587634,7338.151455401215,7942.640015072212,8.226677261339711,"If I pay in cash, can I get a discount?","Sorry, the price is already discounted.",Neutral,Rejected
NEG0515,Jacket,3094.322635450877,1901.135199147866,2732.081301996692,11.490207453708248,"That's too expensive, I can pay less.","If you buy more, I can give a small discount.",Negative,Rejected
NEG0529,Kurta,8751.003813620886,6096.498229390303,6772.685780465583,22.52692862904371,"I’m a regular customer, please give a better deal.","Okay deal, I’ll accept that price.",Neutral,Rejected
NEG0906,Plumbing,3124.0055420208078,2535.253203399753,2842.975961019926,9.000046419072472,Can you please lower the price a bit?,"Okay deal, I’ll accept that price.",Negative,Rejected
NEG0692,Sofa,6801.0,6147.0,6539.0,3.85,"I’m a regular customer, please give a better deal.","Okay, I can reduce a little for you.",Positive,Rejected
NEG0583,Cleaning Service,9146.742244882607,8002.099765442684,8717.000291479739,4.671515496499527,"I’m a regular customer, please give a better deal.","If you buy more, I can give a small discount.",Neutral,Rejected
NEG0538,Cupboard,6954.866425927496,6369.827433798671,6607.429513917766,4.9099140090663305,Can you please lower the price a bit?,"If you buy more, I can give a small discount.",Neutral,Rejected
NEG0601,Shoes,3935.7942551297206,2095.9541332539607,3415.7308210426295,13.18753098928751,Is there any discount if I buy more?,"Okay, I can reduce a little for you.",Positive,Rejected
NEG0604,Chair,6681.569767861912,5889.414172390795,6457.095093380199,3.3634223440697246,Is there any discount if I buy more?,"Okay deal, I’ll accept that price.",Negative,Rejected
NEG0525,Jeans,8778.654250805961,5665.033496904477,8383.303878063443,4.485931544035189,"If I pay in cash, can I get a discount?","Alright, let’s meet halfway.",Neutral,Rejected
NEG0634,Catering,8816.42197684357,7395.986551076864,8460.904504648597,4.0343636571001875,"If I pay in cash, can I get a discount?","Sorry, the price is already discounted.",Neutral,Rejected
NEG0280,Jacket,8302.0,5348.0,5593.0,32.63,Is there any discount if I buy more?,"Okay deal, I’ll accept that price.",Negative,Rejected
NEG0056,Chair,7120.0,3654.0,4834.0,32.11,"Your price seems high, can we settle in between?","Price firm, can’t reduce further.",Negative,Rejected
NEG0128,Cleaning Service,3949.0791864444072,2807.9479097490885,3855.489979832262,2.3668513091073486,"That's too expensive, I can pay less.","Okay, I can reduce a little for you.",Neutral,Rejected
NEG0831,Chair,7066.472690105061,5664.427047511455,5846.346371290879,17.141025939524344,"If I pay in cash, can I get a discount?","Alright, let’s meet halfway.",Negative,Rejected
NEG0524,Kurta,7225.0,6615.0,6669.0,7.7,Can you make it a round number?,"Alright, let’s meet halfway.",Neutral,Rejected
NEG0182,Kurta,1289.3701376206589,772.7812425459297,911.0,29.30289316695217,Is there any discount if I buy more?,"Alright, let’s meet halfway.",Neutral,Rejected
NEG0635,Saree,6944.277804846646,6305.146256292996,6582.9295156369435,5.15098950155563,"If I pay in cash, can I get a discount?","If you buy more, I can give a small discount.",Neutral,Rejected
NEG0411,Cupboard,4703.41192889594,3631.1608631810486,4015.9246802855323,14.307031538049948,Is there any discount if I buy more?,"Okay, I can reduce a little for you.",Neutral,Rejected
NEG0906,Kurta,1809.6016238328,1649.6016238328,1695.8252191054764,6.211384529814696,"If I pay in cash, can I get a discount?","Price firm, can’t reduce further.",Neutral,Rejected
NEG0257,Cleaning Service,4108.853133435717,3618.002520407342,3782.6607288046653,7.939605109108528,"If I pay in cash, can I get a discount?","Alright, let’s meet halfway.",Neutral,Rejected
NEG0883,Bag,4960.894602892969,4679.601002283923,4890.948260668581,1.4021809603435056,"I’m a regular customer, please give a better deal.","Sorry, the price is already discounted.",Neutral,Rejected
NEG0095,Sunglasses,1695.0,1263.0,1623.0,4.25,"Your price seems high, can we settle in between?","Okay deal, I’ll accept that price.",Negative,Rejected
NEG0081,Cleaning Service,1147.3378454860413,687.490129740873,933.5349376409768,17.760589085271587,"If I pay in cash, can I get a discount?","Okay, I can reduce a little for you.",Negative,Rejected
NEG0147,Cleaning Service,6545.754769198112,3965.7025076832842,4477.194718245785,31.53956124388373,"I’m a regular customer, please give a better deal.","Alright, let’s meet halfway.",Negative,Rejected
NEG0473,T-shirt,4360.459559222535,3358.7753115331207,3581.5675550971832,17.668329727191676,"That's too expensive, I can pay less.","Okay, I can reduce a little for you.",Neutral,Rejected
NEG0425,Sunglasses,3770.1757952285475,1946.7557198707063,3439.3436174849803,8.727021414806703,Is there any discount if I buy more?,"If you buy more, I can give a small discount.",Neutral,Rejected
NEG0330,Cleaning Service,3591.4987902978023,2208.7269653073654,2408.915696771399,32.6587222088521,"That's too expensive, I can pay less.",This is the best price I can offer.,Positive,Rejected
NEG0671,Home Painting,6921.27163180614,5136.6853673472015,5352.8213584273535,22.583065930501288,Can you please lower the price a bit?,"Alright, let’s meet halfway.",Negative,Rejected
NEG0762,Belt,4063.4531999576984,2647.1497604508163,2940.3687417080873,27.265117550271185,"I’m a regular customer, please give a better deal.","Okay deal, I’ll accept that price.",Negative,Rejected
NEG0066,Kurta,1119.774590721719,783.2497052280235,1047.1591027612324,6.434509829549814,Can you make it a round number?,"If you buy more, I can give a small discount.",Positive,Rejected
NEG0319,Catering,2939.856221330493,1872.5148384198944,1892.291243971565,35.353104159335004,"If I pay in cash, can I get a discount?","Okay deal, I’ll accept that price.",Neutral,Rejected
NEG0094,Tutoring,3788.0,2552.0,3645.0,3.78,"That's too expensive, I can pay less.","Alright, let’s meet halfway.",Positive,Rejected
NEG0863,Shoes,7152.507438252224,5674.57400298901,6856.762724180011,4.131205950601779,Can you please lower the price a bit?,"Alright, let’s meet halfway.",Neutral,Rejected
NEG0285,Kurta,4149.2529746319815,2518.4950906912973,2918.989141427334,29.623150062021953,"If I pay in cash, can I get a discount?","Okay, I can reduce a little for you.",Neutral,Rejected
NEG0376,T-shirt,2142.3099255875195,1445.3229934836552,1605.8128725458648,24.213745582196722,"If I pay in cash, can I get a discount?","Okay, I can reduce a little for you.",Neutral,Rejected
NEG0081,Home Painting,1866.0296849740814,1605.9275409378788,1675.090259382969,10.153562730069815,"If I pay in cash, can I get a discount?","Okay deal, I’ll accept that price.",Negative,Rejected
NEG0317,Bed,3001.686904077194,1563.7012336291446,1885.5600118499447,37.16552550825354,Is there any discount if I buy more?,"Sorry, the price is already discounted.",Negative,Rejected
NEG0817,Kurta,3306.0,2491.0,2862.0,13.43,"I’m a regular customer, please give a better deal.","Sorry, the price is already discounted.",Negative,Rejected
NEG0518,Home Painting,9058.24839523512,7094.798580062686,8880.805179614885,1.9796126380652987,Is there any discount if I buy more?,"If you buy more, I can give a small discount.",Neutral,Rejected
NEG0325,T-shirt,1484.6849814960663,1270.2215716391743,1388.8979970515602,6.622398074371919,Is there any discount if I buy more?,"Sorry, the price is already discounted.",Positive,Rejected
NEG0488,Sunglasses,4252.409200815832,3402.51414543353,3611.9575415204545,15.036450664717803,"That's too expensive, I can pay less.","Okay, I can reduce a little for you.",Neutral,Rejected
NEG0256,Jacket,885.636017925938,667.0565532115523,821.3183814627916,6.599152813798698,"If I pay in cash, can I get a discount?","Okay, I can reduce a little for you.",Negative,Rejected
NEG0566,Plumbing,1512.6652085126707,952.8322972891434,1176.382618842662,21.899181900122983,"That's too expensive, I can pay less.","Okay, I can reduce a little for you.",Positive,Rejected
NEG0408,Kurta,6431.765270536853,3932.739294841325,4185.116475074445,34.87393428246503,"That's too expensive, I can pay less.","Okay, I can reduce a little for you.",Negative,Rejected
NEG0198,Jacket,1734.305020489246,1473.2011958858352,1526.1263485075312,12.027380341759361,"If I pay in cash, can I get a discount?","Alright, let’s meet halfway.",Negative,Rejected
NEG0281,Kurta,7116.0,5932.0,6421.0,9.77,"I’m a regular customer, please give a better deal.","Okay deal, I’ll accept that price.",Positive,Rejected
NEG0758,Chair,2930.4963023025693,2513.594874949144,2636.1208986314027,10.027232388755301,"I’m a regular customer, please give a better deal.","Okay deal, I’ll accept that price.",Negative,Rejected
